iso639-1,iso639-2b,iso639-2t,iso639-3,scope,language_type,name
,,,jel,individual,living,Yelmek
,,,jen,individual,living,Dza
,,,jer,individual,living,Jere
,,,jet,individual,living,Manem
,,,jeu,individual,living,Jonkor Bourmataguil
,,,jgb,individual,extinct,Ngbee
,,,jge,individual,living,Judeo-Georgian
,,,jgk,individual,living,Gwak
,,,jgo,individual,living,Ngomba
,,,jhi,individual,living,Jehai
,,,jhs,individual,living,Jhankot Sign Language
,,,jia,individual,living,Jina
,,,jib,individual,living,Jibu
,,,jic,individual,living,Tol
,,,jid,individual,living,Bu (Kaduna State)
,,,jie,individual,living,Jilbe
,,,jig,individual,living,Jingulu
,,,jih,individual,living,sTodsde
,,,jii,individual,living,Jiiddu
,,,jil,individual,living,Jilim
,,,jim,individual,living,Jimi (Cameroon)
,,,jio,individual,living,Jiamao
,,,jiq,individual,living,Guanyinqiao
,,,jit,individual,living,Jita
,,,jiu,individual,living,Youle Jinuo
,,,jiv,individual,living,Shuar
,,,jiy,individual,living,Buyuan Jinuo
,,,jje,individual,living,Jejueo
,,,jjr,individual,living,Bankal
,,,jka,individual,living,Kaera
,,,jkm,individual,living,Mobwa Karen
,,,jko,individual,living,Kubo
,,,jkp,individual,living,Paku Karen
,,,jkr,individual,living,Koro (India)
,,,jks,individual,living,Amami Koniya Sign Language
,,,jku,individual,living,Labir
,,,jle,individual,living,Ngile
,,,jls,individual,living,Jamaican Sign Language
,,,jma,individual,living,Dima
,,,jmb,individual,living,Zumbun
,,,jmc,individual,living,Machame
,,,jmd,individual,living,Yamdena
,,,jmi,individual,living,Jimi (Nigeria)
,,,jml,individual,living,Jumli
,,,jmn,individual,living,Makuri Naga
,,,jmr,individual,living,Kamara
,,,jms,individual,living,Mashi (Nigeria)
,,,jmw,individual,living,Mouwase
,,,jmx,individual,living,Western Juxtlahuaca Mixtec
,,,jna,individual,living,Jangshung
,,,jnd,individual,living,Jandavra
,,,jng,individual,extinct,Yangman
,,,jni,individual,living,Janji
,,,jnj,individual,living,Yemsa
,,,jnl,individual,living,Rawat
,,,jns,individual,living,Jaunsari
,,,job,individual,living,Joba
,,,jod,individual,living,Wojenaka
,,,jog,individual,living,Jogi
,,,jor,individual,extinct,Jorá
,,,jos,individual,living,Jordanian Sign Language
,,,jow,individual,living,Jowulu
,,,jpa,individual,historical,Jewish Palestinian Aramaic
ja,jpn,jpn,jpn,individual,living,Japanese
,jpr,jpr,jpr,individual,living,Judeo-Persian
,,,jqr,individual,living,Jaqaru
,,,jra,individual,living,Jarai
,jrb,jrb,jrb,macrolanguage,living,Judeo-Arabic
,,,jrr,individual,living,Jiru
,,,jrt,individual,living,Jakattoe
,,,jru,individual,living,Japrería
,,,jsl,individual,living,Japanese Sign Language
,,,jua,individual,living,Júma
,,,jub,individual,living,Wannu
,,,juc,individual,historical,Jurchen
,,,jud,individual,living,Worodougou
,,,juh,individual,living,Hõne
,,,jui,individual,extinct,Ngadjuri
,,,juk,individual,living,Wapan
,,,jul,individual,living,Jirel
,,,jum,individual,living,Jumjum
,,,jun,individual,living,Juang
,,,juo,individual,living,Jiba
,,,jup,individual,living,Hupdë
,,,jur,individual,living,Jurúna
,,,jus,individual,living,Jumla Sign Language
,,,jut,individual,historical,Jutish
,,,juu,individual,living,Ju
,,,juw,individual,living,Wãpha
,,,juy,individual,living,Juray
,,,jvd,individual,living,Javindo
,,,jvn,individual,living,Caribbean Javanese
,,,jwi,individual,living,Jwira-Pepesa
,,,jya,individual,living,Jiarong
,,,jye,individual,living,Judeo-Yemeni Arabic
,,,jyy,individual,living,Jaya
,kaa,kaa,kaa,individual,living,Kara-Kalpak
,kab,kab,kab,individual,living,Kabyle
,kac,kac,kac,individual,living,Kachin
,,,kad,individual,living,Adara
,,,kae,individual,extinct,Ketangalan
,,,kaf,individual,living,Katso
,,,kag,individual,living,Kajaman
,,,kah,individual,living,Kara (Central African Republic)
,,,kai,individual,living,Karekare
,,,kaj,individual,living,Jju
,,,kak,individual,living,Kalanguya
kl,kal,kal,kal,individual,living,Kalaallisut
,kam,kam,kam,individual,living,Kamba (Kenya)
kn,kan,kan,kan,individual,living,Kannada
,,,kao,individual,living,Xaasongaxango
,,,kap,individual,living,Bezhta
,,,kaq,individual,living,Capanahua
ks,kas,kas,kas,individual,living,Kashmiri
ka,geo,kat,kat,individual,living,Georgian
kr,kau,kau,kau,macrolanguage,living,Kanuri
,,,kav,individual,living,Katukína
,kaw,kaw,kaw,individual,historical,Kawi
,,,kax,individual,living,Kao
,,,kay,individual,living,Kamayurá
kk,kaz,kaz,kaz,individual,living,Kazakh
,,,kba,individual,extinct,Kalarko
,,,kbb,individual,extinct,Kaxuiâna
,,,kbc,individual,living,Kadiwéu
,kbd,kbd,kbd,individual,living,Kabardian
,,,kbe,individual,living,Kanju
,,,kbg,individual,living,Khamba
,,,kbh,individual,living,Camsá
,,,kbi,individual,living,Kaptiau
,,,kbj,individual,living,Kari
,,,kbk,individual,living,Grass Koiari
,,,kbl,individual,living,Kanembu
,,,kbm,individual,living,Iwal
,,,kbn,individual,living,Kare (Central African Republic)
,,,kbo,individual,living,Keliko
,,,kbp,individual,living,Kabiyè
,,,kbq,individual,living,Kamano
,,,kbr,individual,living,Kafa
,,,kbs,individual,living,Kande
,,,kbt,individual,living,Abadi
,,,kbu,individual,living,Kabutra
,,,kbv,individual,living,Dera (Indonesia)
,,,kbw,individual,living,Kaiep
,,,kbx,individual,living,Ap Ma
,,,kby,individual,living,Manga Kanuri
,,,kbz,individual,living,Duhwa
,,,kca,individual,living,Khanty
,,,kcb,individual,living,Kawacha
,,,kcc,individual,living,Lubila
,,,kcd,individual,living,Ngkâlmpw Kanum
,,,kce,individual,living,Kaivi
,,,kcf,individual,living,Ukaan
,,,kcg,individual,living,Tyap
,,,kch,individual,living,Vono
,,,kci,individual,living,Kamantan
,,,kcj,individual,living,Kobiana
,,,kck,individual,living,Kalanga
,,,kcl,individual,living,Kela (Papua New Guinea)
,,,kcm,individual,living,Gula (Central African Republic)
,,,kcn,individual,living,Nubi
,,,kco,individual,living,Kinalakna
,,,kcp,individual,living,Kanga
,,,kcq,individual,living,Kamo
,,,kcr,individual,living,Katla
,,,kcs,individual,living,Koenoem
,,,kct,individual,living,Kaian
,,,kcu,individual,living,Kami (Tanzania)
,,,kcv,individual,living,Kete
,,,kcw,individual,living,Kabwari
,,,kcx,individual,living,Kachama-Ganjule
,,,kcy,individual,living,Korandje
,,,kcz,individual,living,Konongo
,,,kda,individual,extinct,Worimi
,,,kdc,individual,living,Kutu
,,,kdd,individual,living,Yankunytjatjara
,,,kde,individual,living,Makonde
,,,kdf,individual,living,Mamusi
,,,kdg,individual,living,Seba
,,,kdh,individual,living,Tem
,,,kdi,individual,living,Kumam
,,,kdj,individual,living,Karamojong
,,,kdk,individual,living,Numèè
,,,kdl,individual,living,Tsikimba
,,,kdm,individual,living,Kagoma
,,,kdn,individual,living,Kunda
,,,kdp,individual,living,Kaningdon-Nindem
,,,kdq,individual,living,Koch
,,,kdr,individual,living,Karaim
,,,kdt,individual,living,Kuy
,,,kdu,individual,living,Kadaru
,,,kdw,individual,living,Koneraw
,,,kdx,individual,living,Kam
,,,kdy,individual,living,Keder
,,,kdz,individual,living,Kwaja
,,,kea,individual,living,Kabuverdianu
,,,keb,individual,living,Kélé
,,,kec,individual,living,Keiga
,,,ked,individual,living,Kerewe
,,,kee,individual,living,Eastern Keres
,,,kef,individual,living,Kpessi
,,,keg,individual,living,Tese
,,,keh,individual,living,Keak
,,,kei,individual,living,Kei
,,,kej,individual,living,Kadar
,,,kek,individual,living,Kekchí
,,,kel,individual,living,Kela (Democratic Republic of Congo)
,,,kem,individual,living,Kemak
,,,ken,individual,living,Kenyang
,,,keo,individual,living,Kakwa
,,,kep,individual,living,Kaikadi
,,,keq,individual,living,Kamar
,,,ker,individual,living,Kera
,,,kes,individual,living,Kugbo
,,,ket,individual,living,Ket
,,,keu,individual,living,Akebu
,,,kev,individual,living,Kanikkaran
,,,kew,individual,living,West Kewa
,,,kex,individual,living,Kukna
,,,key,individual,living,Kupia
,,,kez,individual,living,Kukele
,,,kfa,individual,living,Kodava
,,,kfb,individual,living,Northwestern Kolami
,,,kfc,individual,living,Konda-Dora
,,,kfd,individual,living,Korra Koraga
,,,kfe,individual,living,Kota (India)
,,,kff,individual,living,Koya
,,,kfg,individual,living,Kudiya
,,,kfh,individual,living,Kurichiya
,,,kfi,individual,living,Kannada Kurumba
,,,kfj,individual,living,Kemiehua
,,,kfk,individual,living,Kinnauri
,,,kfl,individual,living,Kung
,,,kfm,individual,living,Khunsari
,,,kfn,individual,living,Kuk
,,,kfo,individual,living,Koro (Côte d'Ivoire)
,,,kfp,individual,living,Korwa
,,,kfq,individual,living,Korku
,,,kfr,individual,living,Kachhi
,,,kfs,individual,living,Bilaspuri
,,,kft,individual,living,Kanjari
,,,kfu,individual,living,Katkari
,,,kfv,individual,living,Kurmukar
,,,kfw,individual,living,Kharam Naga
,,,kfx,individual,living,Kullu Pahari
,,,kfy,individual,living,Kumaoni
,,,kfz,individual,living,Koromfé
,,,kga,individual,living,Koyaga
,,,kgb,individual,living,Kawe
,,,kge,individual,living,Komering
,,,kgf,individual,living,Kube
,,,kgg,individual,living,Kusunda
,,,kgi,individual,living,Selangor Sign Language
,,,kgj,individual,living,Gamale Kham
,,,kgk,individual,living,Kaiwá
,,,kgl,individual,extinct,Kunggari
,,,kgn,individual,living,Karingani
,,,kgo,individual,living,Krongo
,,,kgp,individual,living,Kaingang
,,,kgq,individual,living,Kamoro
,,,kgr,individual,living,Abun
,,,kgs,individual,living,Kumbainggar
,,,kgt,individual,living,Somyev
,,,kgu,individual,living,Kobol
,,,kgv,individual,living,Karas
,,,kgw,individual,living,Karon Dori
,,,kgx,individual,living,Kamaru
,,,kgy,individual,living,Kyerung
,kha,kha,kha,individual,living,Khasi
,,,khb,individual,living,Lü
,,,khc,individual,living,Tukang Besi North
,,,khd,individual,living,Bädi Kanum
,,,khe,individual,living,Korowai
,,,khf,individual,living,Khuen
,,,khg,individual,living,Khams Tibetan
,,,khh,individual,living,Kehu
,,,khj,individual,living,Kuturmi
,,,khk,individual,living,Halh Mongolian
,,,khl,individual,living,Lusi
km,khm,khm,khm,individual,living,Khmer
,,,khn,individual,living,Khandesi
,kho,kho,kho,individual,historical,Khotanese
,,,khp,individual,living,Kapori
,,,khq,individual,living,Koyra Chiini Songhay
,,,khr,individual,living,Kharia
,,,khs,individual,living,Kasua
,,,kht,individual,living,Khamti
,,,khu,individual,living,Nkhumbi
,,,khv,individual,living,Khvarshi
,,,khw,individual,living,Khowar
,,,khx,individual,living,Kanu
,,,khy,individual,living,Kele (Democratic Republic of Congo)
,,,khz,individual,living,Keapara
,,,kia,individual,living,Kim
,,,kib,individual,living,Koalib
,,,kic,individual,living,Kickapoo
,,,kid,individual,living,Koshin
,,,kie,individual,living,Kibet
,,,kif,individual,living,Eastern Parbate Kham
,,,kig,individual,living,Kimaama
,,,kih,individual,living,Kilmeri
,,,kii,individual,extinct,Kitsai
,,,kij,individual,living,Kilivila
ki,kik,kik,kik,individual,living,Kikuyu
,,,kil,individual,living,Kariya
,,,kim,individual,living,Karagas
rw,kin,kin,kin,individual,living,Kinyarwanda
,,,kio,individual,living,Kiowa
,,,kip,individual,living,Sheshi Kham
,,,kiq,individual,living,Kosadle
ky,kir,kir,kir,individual,living,Kirghiz
,,,kis,individual,living,Kis
,,,kit,individual,living,Agob
,,,kiu,individual,living,Kirmanjki (individual language)
,,,kiv,individual,living,Kimbu
,,,kiw,individual,living,Northeast Kiwai
,,,kix,individual,living,Khiamniungan Naga
,,,kiy,individual,living,Kirikiri
,,,kiz,individual,living,Kisi
,,,kja,individual,living,Mlap
,,,kjb,individual,living,Q'anjob'al
,,,kjc,individual,living,Coastal Konjo
,,,kjd,individual,living,Southern Kiwai
,,,kje,individual,living,Kisar
,,,kjg,individual,living,Khmu
,,,kjh,individual,living,Khakas
,,,kji,individual,living,Zabana
,,,kjj,individual,living,Khinalugh
,,,kjk,individual,living,Highland Konjo
,,,kjl,individual,living,Western Parbate Kham
,,,kjm,individual,living,Kháng
,,,kjn,individual,living,Kunjen
,,,kjo,individual,living,Harijan Kinnauri
,,,kjp,individual,living,Pwo Eastern Karen
,,,kjq,individual,living,Western Keres
,,,kjr,individual,living,Kurudu
,,,kjs,individual,living,East Kewa
,,,kjt,individual,living,Phrae Pwo Karen
,,,kju,individual,living,Kashaya
,,,kjv,individual,historical,Kaikavian Literary Language
,,,kjx,individual,living,Ramopa
,,,kjy,individual,living,Erave
,,,kjz,individual,living,Bumthangkha
,,,kka,individual,living,Kakanda
,,,kkb,individual,living,Kwerisa
,,,kkc,individual,living,Odoodee
,,,kkd,individual,living,Kinuku
,,,kke,individual,living,Kakabe
,,,kkf,individual,living,Kalaktang Monpa
,,,kkg,individual,living,Mabaka Valley Kalinga
,,,kkh,individual,living,Khün
,,,kki,individual,living,Kagulu
,,,kkj,individual,living,Kako
,,,kkk,individual,living,Kokota
,,,kkl,individual,living,Kosarek Yale
,,,kkm,individual,living,Kiong
,,,kkn,individual,living,Kon Keu
,,,kko,individual,living,Karko
,,,kkp,individual,living,Gugubera
,,,kkq,individual,living,Kaeku
,,,kkr,individual,living,Kir-Balar
,,,kks,individual,living,Giiwo
,,,kkt,individual,living,Koi
,,,kku,individual,living,Tumi
,,,kkv,individual,living,Kangean
,,,kkw,individual,living,Teke-Kukuya
,,,kkx,individual,living,Kohin
,,,kky,individual,living,Guugu Yimidhirr
,,,kkz,individual,living,Kaska
,,,kla,individual,extinct,Klamath-Modoc
,,,klb,individual,living,Kiliwa
,,,klc,individual,living,Kolbila
,,,kld,individual,living,Gamilaraay
,,,kle,individual,living,Kulung (Nepal)
,,,klf,individual,living,Kendeje
,,,klg,individual,living,Tagakaulo
,,,klh,individual,living,Weliki
,,,kli,individual,living,Kalumpang
,,,klj,individual,living,Khalaj
,,,klk,individual,living,Kono (Nigeria)
,,,kll,individual,living,Kagan Kalagan
,,,klm,individual,living,Migum
,,,kln,macrolanguage,living,Kalenjin
,,,klo,individual,living,Kapya
,,,klp,individual,living,Kamasa
,,,klq,individual,living,Rumu
,,,klr,individual,living,Khaling
,,,kls,individual,living,Kalasha
,,,klt,individual,living,Nukna
,,,klu,individual,living,Klao
,,,klv,individual,living,Maskelynes
,,,klw,individual,living,Tado
,,,klx,individual,living,Koluwawa
,,,kly,individual,living,Kalao
,,,klz,individual,living,Kabola
,,,kma,individual,living,Konni
,kmb,kmb,kmb,individual,living,Kimbundu
,,,kmc,individual,living,Southern Dong
,,,kmd,individual,living,Majukayang Kalinga
,,,kme,individual,living,Bakole
,,,kmf,individual,living,Kare (Papua New Guinea)
,,,kmg,individual,living,Kâte
,,,kmh,individual,living,Kalam
,,,kmi,individual,living,Kami (Nigeria)
,,,kmj,individual,living,Kumarbhag Paharia
,,,kmk,individual,living,Limos Kalinga
,,,kml,individual,living,Tanudan Kalinga
,,,kmm,individual,living,Kom (India)
,,,kmn,individual,living,Awtuw
,,,kmo,individual,living,Kwoma
,,,kmp,individual,living,Gimme
,,,kmq,individual,living,Kwama
,,,kmr,individual,living,Northern Kurdish
,,,kms,individual,living,Kamasau
,,,kmt,individual,living,Kemtuik
,,,kmu,individual,living,Kanite
,,,kmv,individual,living,Karipúna Creole French
,,,kmw,individual,living,Komo (Democratic Republic of Congo)
,,,kmx,individual,living,Waboda
,,,kmy,individual,living,Koma
,,,kmz,individual,living,Khorasani Turkish
,,,kna,individual,living,Dera (Nigeria)
,,,knb,individual,living,Lubuagan Kalinga
,,,knc,individual,living,Central Kanuri
,,,knd,individual,living,Konda
,,,kne,individual,living,Kankanaey
,,,knf,individual,living,Mankanya
,,,kng,individual,living,Koongo
,,,kni,individual,living,Kanufi
,,,knj,individual,living,Western Kanjobal
,,,knk,individual,living,Kuranko
,,,knl,individual,living,Keninjal
,,,knm,individual,living,Kanamarí
,,,knn,individual,living,Konkani (individual language)
,,,kno,individual,living,Kono (Sierra Leone)
,,,knp,individual,living,Kwanja
,,,knq,individual,living,Kintaq
,,,knr,individual,living,Kaningra
,,,kns,individual,living,Kensiu
,,,knt,individual,living,Panoan Katukína
,,,knu,individual,living,Kono (Guinea)
,,,knv,individual,living,Tabo
,,,knw,individual,living,Kung-Ekoka
,,,knx,individual,living,Kendayan
,,,kny,individual,living,Kanyok
,,,knz,individual,living,Kalamsé
,,,koa,individual,living,Konomala
,,,koc,individual,extinct,Kpati
,,,kod,individual,living,Kodi
,,,koe,individual,living,Kacipo-Bale Suri
,,,kof,individual,extinct,Kubi
,,,kog,individual,living,Cogui
,,,koh,individual,living,Koyo
,,,koi,individual,living,Komi-Permyak
,kok,kok,kok,macrolanguage,living,Konkani (macrolanguage)
,,,kol,individual,living,Kol (Papua New Guinea)
kv,kom,kom,kom,macrolanguage,living,Komi
kg,kon,kon,kon,macrolanguage,living,Kongo
,,,koo,individual,living,Konzo
,,,kop,individual,living,Waube
,,,koq,individual,living,Kota (Gabon)
ko,kor,kor,kor,individual,living,Korean
,kos,kos,kos,individual,living,Kosraean
,,,kot,individual,living,Lagwan
,,,kou,individual,living,Koke
,,,kov,individual,living,Kudu-Camo
,,,kow,individual,living,Kugama
,,,koy,individual,living,Koyukon
,,,koz,individual,living,Korak
,,,kpa,individual,living,Kutto
,,,kpb,individual,living,Mullu Kurumba
,,,kpc,individual,living,Curripaco
,,,kpd,individual,living,Koba
,kpe,kpe,kpe,macrolanguage,living,Kpelle
,,,kpf,individual,living,Komba
,,,kpg,individual,living,Kapingamarangi
,,,kph,individual,living,Kplang
,,,kpi,individual,living,Kofei
,,,kpj,individual,living,Karajá
,,,kpk,individual,living,Kpan
,,,kpl,individual,living,Kpala
,,,kpm,individual,living,Koho
,,,kpn,individual,extinct,Kepkiriwát
,,,kpo,individual,living,Ikposo
,,,kpq,individual,living,Korupun-Sela
,,,kpr,individual,living,Korafe-Yegha
,,,kps,individual,living,Tehit
,,,kpt,individual,living,Karata
,,,kpu,individual,living,Kafoa
,,,kpv,individual,living,Komi-Zyrian
,,,kpw,individual,living,Kobon
,,,kpx,individual,living,Mountain Koiali
,,,kpy,individual,living,Koryak
,,,kpz,individual,living,Kupsabiny
,,,kqa,individual,living,Mum
,,,kqb,individual,living,Kovai
,,,kqc,individual,living,Doromu-Koki
,,,kqd,individual,living,Koy Sanjaq Surat
,,,kqe,individual,living,Kalagan
,,,kqf,individual,living,Kakabai
,,,kqg,individual,living,Khe
,,,kqh,individual,living,Kisankasa
,,,kqi,individual,living,Koitabu
,,,kqj,individual,living,Koromira
,,,kqk,individual,living,Kotafon Gbe
,,,kql,individual,living,Kyenele
,,,kqm,individual,living,Khisa
,,,kqn,individual,living,Kaonde
,,,kqo,individual,living,Eastern Krahn
,,,kqp,individual,living,Kimré
,,,kqq,individual,living,Krenak
,,,kqr,individual,living,Kimaragang
,,,kqs,individual,living,Northern Kissi
,,,kqt,individual,living,Klias River Kadazan
,,,kqu,individual,extinct,Seroa
,,,kqv,individual,living,Okolod
,,,kqw,individual,living,Kandas
,,,kqx,individual,living,Mser
,,,kqy,individual,living,Koorete
,,,kqz,individual,extinct,Korana
,,,kra,individual,living,Kumhali
,,,krb,individual,extinct,Karkin
,krc,krc,krc,individual,living,Karachay-Balkar
,,,krd,individual,living,Kairui-Midiki
,,,kre,individual,living,Panará
,,,krf,individual,living,Koro (Vanuatu)
,,,krh,individual,living,Kurama
,,,kri,individual,living,Krio
,,,krj,individual,living,Kinaray-A
,,,krk,individual,extinct,Kerek
,krl,krl,krl,individual,living,Karelian
